Text,Intent
"Hello, I'm a customer looking to book a flight with SkyWings airline. I have a query regarding the change in my flight details. Is it possible for me to modify my reservation due to a sudden change in my schedule? I would greatly appreciate your assistance in this matter. Thank you.","Booking, Modifications And Cancellations"
"Hi, I'm planning a trip with SkyWings and I'm wondering how the airline handles air traffic congestion during peak season. Can you please provide me with some information on this?",Other
"Hello, I'm planning a trip to visit my friend in Bangalore and I was wondering if you could provide me with some information about the baggage allowance for domestic flights with SkyWings?",Baggage
"Hi, I have a question about requesting support from SkyWings. How can I contact your customer service team if I have any issues or concerns with my flight?",Customer Support
"Hello, I'm calling to inquire about the travel requirements for infants traveling on SkyWings airline. I understand that the airline only operates domestic flights, but I'm not sure if a birth certificate is needed for an infant. Can you please provide me with more information on this matter? Thank you.",Travel Documents
"Hello, I am a big fan of SkyWings and I'm interested in learning more about your training programs for aspiring pilots. Do you offer any workshops or sessions that cover the basics of aviation and flying? I would appreciate any information you could provide on this matter. Thank you.",Other
"Hi there, I'm looking to buy a new laptop and I'm on a tight budget. Can you recommend any good options that are reasonably priced? I'm interested in something that can handle basic tasks like web browsing, word processing, and video streaming. I'm not too picky about the brand or the specifications, as long as it's reliable and durable. Do you have any suggestions or deals that you can offer me? Thanks for your help.
",Irrelevant
"Hi, I am a customer with a query regarding your airline's policy on cancellation charges and refunds. Can you please let me know if cancellation charges apply before a refund is issued?","Booking, Modifications And Cancellations"
"Hello, I am having trouble deleting my SkyWings account. Could you please guide me through the process? I have tried following the instructions on the website, but I cannot seem to find the option to delete my account. Thank you for your help.",Customer Support
"Hi, I'm planning to travel with some unusual items that are quite large and heavy. I was wondering if SkyWings airline allows passengers to carry such items on their flights, and if so, what are the requirements and restrictions? I hope you can help me with this.
",Baggage
